id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
14349,539.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.430443779,0.424778393,33.29902167,4433.53697
14350,404.0,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.506346175,0.452074913,36.31159312,6594.0446
14351,253.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.425493214,0.423988312,33.23244939,4968.60117
14352,653.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.494906594,0.447536765,35.92331365,5996.07855
14353,234.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.578114733,0.455880077,40.54647951,7588.36096
14354,631.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.490320807,0.443754909,35.27931173,5828.73212
14355,419.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.583378727,0.488638858,40.81318096,7041.38018
14356,254.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.58492102,0.484307576,40.22738685,7297.7321
14357,520.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.483671436,0.446912521,35.18441169,5005.32997
14358,484.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.404617089,0.394915268,31.10161493,4179.18592
14359,705.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.434666745,0.42403139,34.74417997,4568.67217
14360,483.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.391598449,0.402855862,31.00460557,3941.25512
14361,530.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.407072571,0.438612787,31.02327724,4228.81888
14362,186.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.57467888,0.468493268,39.23039094,7608.62182
14363,264.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.573428227,0.469892556,39.98873363,7161.9619
14364,188.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.562619298,0.485752533,40.28237595,7174.6649
14365,743.0,20.0,0.0,0.117,0.409,0.058,86.0,52.0,71.9,62.0,30.0,50.8,3.77,0.06,0.536899811,0.453649741,36.84586824,6948.2288
14366,710.0,25.0,0.5,0.38,0.5,0.5,89.0,39.0,65.6,66.0,28.0,45.8,1.0,0.1,0.567975637,0.474952374,38.70569591,6569.24967
14367,258.0,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.488485703,0.419215723,34.8499528,6150.84205
14368,477.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.541415007,0.447536765,36.09379556,7161.9619
14369,643.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.53427161,0.460796109,37.52543015,6260.47363
14370,528.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.433014308,0.422051395,34.33876109,4644.60117
14371,774.0,25.0,0.5,0.38,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.385021951,0.399172403,30.54630597,3895.62684
14372,324.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.584016198,0.482118713,40.11817697,7554.4683
14373,658.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.53255682,0.440785841,37.29886067,6994.24801
14374,594.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.582604099,0.487527885,40.18721608,7963.93931
14375,479.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.404446048,0.42018755,31.67018669,4460.91457
14376,640.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.376670148,0.395435754,29.3286186,3269.27176
14377,493.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.424778393,0.408038131,32.88840203,4480.07
14378,495.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.58337988,0.486632377,40.26540842,7400.77538
14379,55.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.467156853,0.435851115,34.0390339,5128.16351
14380,662.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.619887727,0.509645194,43.2784975,8013.62631
14381,295.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.447040787,0.426679269,33.3532206,4575.76991
14382,50.0,25.0,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.398218446,0.388821721,29.83315835,4232.76231
14383,108.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.594206083,0.498282106,41.52614508,7122.49056
14384,717.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.482854142,0.445717779,34.12272267,5602.02293
14385,740.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.469631675,0.41553133,33.55813441,5544.62172
14386,203.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.383786508,0.409033913,31.0382623,3834.5748
14387,585.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.391964935,0.393781726,31.37824094,4476.81146
14388,456.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.442693354,0.426240102,33.60574758,5221.35741
14389,687.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.494677622,0.424657113,35.80706195,5649.03716
14390,191.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.586303901,0.493257523,40.0282126,7425.75194
14391,577.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.488047919,0.444703745,35.18597077,6024.94599
14392,364.0,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.635315515,0.528322189,43.17615175,8086.38881
14393,317.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.544644313,0.452320672,37.70659201,5777.3754
14394,652.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.402538656,0.406869398,30.5255093,4228.81888
14395,309.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.592156153,0.482423774,40.4613306,7483.73632
14396,724.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.444254359,0.396533319,33.0201908,5136.93247
14397,205.0,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.544644313,0.44252903,37.97024343,6941.82413
14398,496.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.46424992,0.428771298,33.53267475,5234.74696
14399,622.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.422419853,0.42018755,32.41787171,4888.50303
14400,307.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.546174929,0.45370258,37.78237359,7483.73632
14401,599.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.469925759,0.436345708,33.29902167,5388.50369
14402,317.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.496618271,0.43226586,35.64822051,5971.39402
14403,599.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.39617025,0.390310494,31.08154655,3948.98691
14404,712.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.514537018,0.453001484,37.13019216,6801.49205
14405,423.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.603545036,0.495799217,41.17642111,7715.81088
14406,544.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.496788174,0.442111609,35.98855463,5970.68186
14407,346.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.467905283,0.435904437,33.12546719,5429.68161
14408,661.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.508341786,0.456450549,36.48388312,6822.97163
14409,493.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.575902218,0.481173502,39.83192591,7019.69438
14410,596.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.363981224,0.38126925,29.83315835,3723.52338
14411,243.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.520637077,0.465157167,37.55181473,6595.90158
14412,662.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.5,0.508275418,0.452074913,36.81673726,6852.97971
14413,267.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.458581988,0.419747673,32.68039834,5852.8742
14414,199.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.458581988,0.402855862,34.83881461,5217.13976
14415,123.0,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.597060641,0.495006371,41.76622653,7541.6674
14416,592.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.458246439,0.416537797,32.76315093,5403.69852
14417,325.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.578114733,0.483047479,40.63849594,7080.04004
14418,313.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.566319234,0.467219599,38.1617313,6575.59267
14419,574.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.464972316,0.43226586,34.78488765,5696.02606
14420,595.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.589622441,0.490467439,40.84513154,7380.6338
14421,390.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.58492102,0.48881217,40.33534199,7206.90196
14422,239.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.610860604,0.50251773,42.13008169,7761.15796
14423,415.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.584016198,0.497864974,41.54582317,6887.46649
14424,588.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.619453149,0.504526655,44.62396561,8318.79889
14425,341.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.502398084,0.451986086,36.68541263,6019.26248
14426,683.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.498793068,0.42403139,35.11807556,6125.69538
14427,645.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.586303901,0.486889324,40.35118636,7340.46077
14428,391.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.574708327,0.485912698,40.7940564,7800.50128
14429,189.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.520180895,0.432722017,35.61618557,6251.61184
14430,757.0,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.51425307,0.458530485,36.68258785,6107.38247
14431,90.0,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.448647248,0.420598245,31.67018669,4924.35736
14432,673.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.569713565,0.478935976,39.77772061,6942.3963
14433,491.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.483872542,0.445339632,35.23885567,5674.02852
14434,423.0,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.610321439,0.50952792,42.18519611,7399.87589
14435,386.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.524577301,0.436376172,37.83085922,6842.76056
14436,710.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.535364693,0.440241496,35.62231346,6619.84695
14437,693.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.511750776,0.457845739,37.5842361,6645.56998
14438,237.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.566319234,0.467219599,39.64669117,6822.97163
14439,222.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.435969213,0.417365455,32.28899894,4245.28573
14440,345.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.488014406,0.424874062,34.33849206,6155.89609
14441,533.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.450102564,0.427683045,33.33119375,4999.15621
14442,535.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.62818447,0.527895672,43.2784975,8489.69192
14443,659.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.488047919,0.441974474,35.16668937,5739.68029
14444,165.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.437424398,0.417365455,32.3406292,4673.38052
14445,5.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.448841436,0.42726083,33.28480863,4865.39997
14446,589.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.544066693,0.471665153,37.75813832,6615.69006
14447,681.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.520756415,0.438669933,37.97024343,6255.89064
14448,52.0,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.523276949,0.417915449,37.62977375,6318.70872
14449,338.0,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.592156153,0.483047479,40.17143065,7019.69438
14450,477.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.507541905,0.430253104,35.11807556,6010.76008
14451,751.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.428321547,0.423927032,33.85831713,4936.10558
14452,97.0,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.498261098,0.442248924,35.11873926,6574.18247
14453,558.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.423038771,0.393786508,31.07883034,4999.15621
14454,504.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.490242145,0.424874062,34.7014352,5381.27266
14455,621.0,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.391598449,0.391441876,31.93547883,4234.86859
14456,61.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.494906594,0.446434723,35.62231346,5061.72061
14457,373.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.632108665,0.513171554,43.92156882,8671.71681
14458,288.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.458581988,0.404440298,31.1279858,5402.48408
14459,696.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.631417034,0.521136035,44.62396561,8175.45619
14460,639.0,25.0,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.434546355,0.417908804,31.59741611,4489.22384
14461,165.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.387861179,0.400102144,29.97539813,5828.73212
14462,7.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.342841074,0.388819023,28.21340501,3662.18313
14463,463.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.427430828,0.392836179,31.64262219,4745.46028
14464,443.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.583697575,0.482859526,40.22738685,7267.28344
14465,106.0,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.350992769,0.381851426,29.97539813,3511.5379
14466,659.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.470643424,0.437265704,34.76957798,5791.45673
14467,237.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.566645314,0.477438541,39.64669117,7415.89441
14468,33.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.33592747,0.373012567,28.13589892,3494.94296
14469,336.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.589622441,0.482227496,40.22738685,7434.34904
14470,162.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.494199141,0.424609234,35.64822051,6037.68613
14471,756.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.437609121,0.416280584,32.41787171,4737.63925
14472,493.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.509933842,0.459527369,36.6742427,6491.22353
14473,613.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.542133036,0.472521274,39.81661146,6735.24371
14474,17.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.384981338,0.399983862,30.88504716,3937.91539
14475,235.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.595052932,0.495898084,41.21921269,7163.9441
14476,108.0,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.483249032,0.440241496,35.02172542,5628.8828
14477,81.0,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.509158377,0.455135389,36.98857322,6182.75087
14478,482.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.384646205,0.397617195,30.13586876,3501.17992
14479,86.0,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.533196209,0.436258462,36.95787336,7152.13259
14480,319.0,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.49154744,0.449545727,35.89130977,5739.92493
14481,506.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.502979625,0.456450549,36.84586824,6072.83443
14482,635.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.53513718,0.442535249,36.01862394,7560.20565
14483,77.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.509158377,0.453940904,36.61704886,6236.70711
14484,725.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.498261098,0.433668483,35.92331365,6015.22456
14485,221.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.470593127,0.41951938,32.09005649,4572.12637
14486,234.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.501777434,0.448597173,36.95787336,5964.79111
14487,581.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.425010896,0.438612787,32.02764698,4710.85865
14488,464.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.434479717,0.42782472,33.30696962,5360.87391
14489,718.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.53427161,0.460369104,37.67828481,6328.89332
14490,463.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.490320807,0.445484498,35.48700839,5514.66748
14491,719.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.464824509,0.405558182,32.68039834,4870.62537
14492,596.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.543972464,0.471713424,38.3177098,7136.98445
14493,605.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.426173511,0.429710486,32.41787171,4768.59437
14494,634.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.450593944,0.430443779,32.70643359,4700.57615
14495,524.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.353235517,0.388632634,28.21340501,3385.148
14496,147.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.502842336,0.45370258,36.80503364,6274.93484
14497,745.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.541564813,0.466492143,37.78237359,6772.93347
14498,708.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.517993775,0.455340281,37.90850822,6998.37875
14499,667.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.565085745,0.48335599,39.15823782,7236.09025
14500,51.0,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.363981224,0.390310494,30.68639758,3680.56025
14501,183.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.63346314,0.506002075,42.93997745,7914.17118
14502,599.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.479965751,0.438262748,34.8499528,5498.58395
14503,678.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.494906594,0.449545727,35.55753695,5722.57676
14504,472.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.394441163,0.40248084,31.67018669,1945.53061
14505,134.0,12.5,0.25,0.25,0.38,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.476126065,0.433844688,33.85831713,5830.48855
14506,577.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.601404506,0.504056677,42.40950749,7825.87492
14507,599.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.569713565,0.462760521,37.55556802,6480.80815
14508,357.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.542831206,0.474952374,38.45252155,7557.46014
14509,743.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.450102564,0.409438226,31.08154655,4853.8076
14510,528.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.515012624,0.453131061,37.01862394,5605.221
14511,156.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.633144179,0.504056677,42.18519611,7903.51351
14512,775.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.587319779,0.492641907,40.33534199,7555.17159
14513,303.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.626280739,0.516063505,43.95536146,8605.19995
14514,205.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.611462998,0.50404651,45.07802445,8652.04334
14515,59.0,12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.599953146,0.498475898,41.12609155,7560.20565
